target,model_id,full_model_name,result_class,feature_blocks_full,feature_blocks_tokens,feature_source_files,molecular_scope,regressor,regressor_details,preprocessing_full,dimensionality_reduction,raw_dimension,effective_dimension,n_dev,n_test,cv_primary_mae,cv_shadow_mae,cv_mean_mae,cv_worst_mae,public_mae,private_mae,final_alpha,lasso_nonzero,lasso_total_features,cv_protocol,final_fit_protocol,prediction_source,canonical_replay_status,validity,historical_role,notes,eligible_main_cv_rank,contains_ESM2_Heavy_PLM,contains_AbLang2_PLM,contains_AbLingua_PLM,contains_any_PLM,contains_sequence_descriptors,contains_aromatic_structural,contains_continuous_surface,contains_hydrophobic_field,contains_titration,contains_BioEmu,contains_ProteinMPNN
TmApp,TM_BASE_MPNN__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + ProteinMPNN sequence–structure compatibility native-score descriptors with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + ProteinMPNN sequence–structure compatibility native-score descriptors",AbLang2_HL_paired|SEQ_BASIC|M1_PROTEINMPNN,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../proteinmpnn/M1_FEATURES.csv,PLM+seq+invfold,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,559.0,559.0,162,162.0,2.737131275300181,2.878130055093428,2.807630665196805,2.878130055093428,3.255680141998243,3.4447572323707307,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,False,True,False,True,True,False,False,False,False,False,True
TmApp,TM_BASE_MPNN__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + ProteinMPNN sequence–structure compatibility native-score descriptors with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + ProteinMPNN sequence–structure compatibility native-score descriptors",AbLang2_HL_paired|SEQ_BASIC|M1_PROTEINMPNN,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../proteinmpnn/M1_FEATURES.csv,PLM+seq+invfold,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,559.0,559.0,162,162.0,2.918538205203646,2.951121476968849,2.9348298410862474,2.951121476968849,3.336363199164652,3.372657686296628,0.3,41.0,559.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,strong_candidate,Registry EXACT_MATCH,True,False,True,False,True,True,False,False,False,False,False,True
TmApp,TM_BASE_BIOEMU_MPNN__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv,PLM+seq+ensemble+invfold,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,569.0,569.0,162,162.0,2.702681240871287,2.845936772811553,2.7743090068414205,2.845936772811553,3.1199439738928896,3.432660341190389,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,competition_core,Canonical Ridge ~2.703/2.846,True,False,True,False,True,True,False,False,False,False,True,True
TmApp,TM_BASE_BIOEMU_MPNN__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv,PLM+seq+ensemble+invfold,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,569.0,569.0,162,162.0,2.869736881558336,2.875164722539417,2.8724508020488764,2.875164722539417,3.215082849230016,3.3020522485399617,0.3,37.0,569.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,competition_core,Canonical Ridge ~2.703/2.846,True,False,True,False,True,True,False,False,False,False,True,True
TmApp,TM_PARENT_ABLINGUA_GLOBAL__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN|AbLingua_HL_mean,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv | ablingua600m/embeddings/ablingua600m_HL_mean_concat.parquet,PLM+seq+ens+invfold+AbLingua,RIDGE,sklearn Ridge,recipe_raw + PCA32(AbLingua) + Ridge,PCA32 on AbLingua,3129.0,3129.0,162,162.0,2.7466001170280285,2.822725206703513,2.784662661865771,2.822725206703513,3.106900023997267,3.326374924950283,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,authoritative_parent,Ridge uses PCA32 on AbLingua block; ~2.747/2.823,True,False,True,True,True,True,False,False,False,False,True,True
TmApp,TM_PARENT_ABLINGUA_GLOBAL__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN|AbLingua_HL_mean,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv | ablingua600m/embeddings/ablingua600m_HL_mean_concat.parquet,PLM+seq+ens+invfold+AbLingua,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,3129.0,3129.0,162,162.0,3.1749884526917262,3.243738103777528,3.209363278234627,3.243738103777528,3.260223703657545,3.151212494407123,0.3,54.0,3129.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,authoritative_parent,Ridge uses PCA32 on AbLingua block; ~2.747/2.823,True,False,True,True,True,True,False,False,False,False,True,True
TmApp,TM_PARENT_ABLINGUA_CDR3__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding + AbLingua-600M CDR3-guided residue pooling embedding with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding + AbLingua-600M CDR3-guided residue pooling embedding",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN|AbLingua_HL_mean|AbLingua_CDR3,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv | ablingua600m/embeddings/ablingua600m_HL_mean_concat.parquet | ablingua600m/embeddings_guided/ablingua600m_CDR3.parquet,same+CDR3,RIDGE,sklearn Ridge,recipe_raw + PCA32_per_abl_block + Ridge,PCA32 per AbLingua block,5689.0,5689.0,162,162.0,2.732072376654289,2.784957206877823,2.758514791766056,2.784957206877823,3.1185249613955217,3.289917689937472,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,guided_try,Ridge PCA32 per AbLingua block; ~2.732/2.785,True,False,True,True,True,True,False,False,False,False,True,True
TmApp,TM_PARENT_ABLINGUA_CDR3__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding + AbLingua-600M CDR3-guided residue pooling embedding with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + BioEmu isolated VH/VL NEW_PAIRWISE ensemble pairwise C-alpha RMSD descriptors + ProteinMPNN sequence–structure compatibility native-score descriptors + AbLingua-600M masked-mean global heavy+light concatenated embedding + AbLingua-600M CDR3-guided residue pooling embedding",AbLang2_HL_paired|SEQ_BASIC|BIOEMU_NEW_PAIRWISE|M1_PROTEINMPNN|AbLingua_HL_mean|AbLingua_CDR3,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | organizer_extension/.../BIOEMU_ISOLATED_REASSESS_FEATURES.csv (ca_rmsd*) | organizer_extension/.../proteinmpnn/M1_FEATURES.csv | ablingua600m/embeddings/ablingua600m_HL_mean_concat.parquet | ablingua600m/embeddings_guided/ablingua600m_CDR3.parquet,same+CDR3,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,5689.0,5689.0,162,162.0,3.231059292811114,3.3874619198943616,3.309260606352738,3.3874619198943616,3.395885582230245,3.1856202605927195,0.3,67.0,5689.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,guided_try,Ridge PCA32 per AbLingua block; ~2.732/2.785,True,False,True,True,True,True,False,False,False,False,True,True
TmApp,TM_OPENMM_DOMAIN_FLEX__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + OpenMM Fab MD DOMAIN_FLEXIBILITY descriptors (VH/VL/CH1/CL RMSF) with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + OpenMM Fab MD DOMAIN_FLEXIBILITY descriptors (VH/VL/CH1/CL RMSF)",AbLang2_HL_paired|SEQ_BASIC|OPENMM_DOMAIN_FLEXIBILITY,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | openmm_fab_md/results/OPENMM_FAB_MD_FEATURES_DEV.parquet,PLM+seq+MD,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,566.0,566.0,158,,2.7769534001738405,2.897762804526902,2.837358102350372,2.897762804526902,,,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CV_ONLY_OR_FAILED,REPLAYED_CANONICAL,CV_ONLY_NO_TEST_FEATURES,weak_md_comparison,DEV usable cohort only (~158); no Test MD features; Public/Private SKIPPED: Test MD features unavailable,True,False,True,False,True,True,False,False,False,False,False,False
TmApp,TM_OPENMM_DOMAIN_FLEX__LASSO,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + OpenMM Fab MD DOMAIN_FLEXIBILITY descriptors (VH/VL/CH1/CL RMSF) with LASSO",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + OpenMM Fab MD DOMAIN_FLEXIBILITY descriptors (VH/VL/CH1/CL RMSF)",AbLang2_HL_paired|SEQ_BASIC|OPENMM_DOMAIN_FLEXIBILITY,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | openmm_fab_md/results/OPENMM_FAB_MD_FEATURES_DEV.parquet,PLM+seq+MD,LASSO,sklearn Lasso (no PCA),impute+StandardScaler+Lasso(no_PCA),none,566.0,566.0,158,,3.0019564392147062,2.970637646171782,2.986297042693244,3.0019564392147062,,,0.3,,566.0,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CV_ONLY_OR_FAILED,REPLAYED_CANONICAL,CV_ONLY_NO_TEST_FEATURES,weak_md_comparison,DEV usable cohort only (~158); no Test MD features; Public/Private SKIPPED: Test MD features unavailable,True,False,True,False,True,True,False,False,False,False,False,False
TmApp,TM_FENNIX_CONTEXT__RIDGE,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + FeNNix full-Fab combined predeclared energy/geometry context descriptors with RIDGE",FEATURE_LINEAR,"AbLang2 paired heavy+light chain protein-language-model embedding + stage-1 SEQ_BASIC sequence descriptors (length, composition, CDR length summaries) + FeNNix full-Fab combined predeclared energy/geometry context descriptors",AbLang2_HL_paired|SEQ_BASIC|FENNIX_COMBINED_PREDECLARED,virtual_participant/round1_finalization/cache/round1_embeddings.npz::ablang2__HL_paired | built via stage1 make_xy(SEQ_BASIC) on competition sequences | fennix_fab_context_final/results/FENNIX_COMBINED_PREDECLARED.parquet,PLM+seq+energy,RIDGE,sklearn Ridge,impute+StandardScaler+Ridge(raw),none,650.0,650.0,161,162.0,2.8731217440167574,2.9921885756303706,2.932655159823564,2.9921885756303706,3.26851749070895,3.6153511447636704,100.0,,,canonical_simple_tvt_v1,FULL_DEV median Primary alpha,CANONICAL_FULL_DEV_REFIT,REPLAYED_CANONICAL,AUTHORITATIVE,fennix_postmortem,Full Fab context; intersection cohort,True,False,True,False,True,True,False,False,False,False,False,False
